date, pm25, pm10, o3, no2, so2, co,country
2019/3/23, 98, 90, 66, 22, 17, ,heze
2019/3/24, 142, 85, 53, 16, 11, ,heze
2019/3/25, 142, 86, 57, 13, 9, ,heze
2019/3/26, 125, 92, 67, 14, 11, ,heze
2019/3/27, 132, 109, 31, 18, 12, ,heze
2019/3/28, 135, 94, 34, 21, 13, ,heze
2019/3/29, 137, 104, 42, 15, 12, ,heze
2019/3/30, 86, 78, 48, 19, 12, ,heze
2019/3/31, 92, 91, 40, 18, 10, ,heze
2018/10/1, 64, 91, 70, 33, 11, ,heze
2018/10/2, 129, 95, 83, 35, 16, ,heze
2018/10/3, 137, 97, 96, 28, 13, ,heze
2018/10/4, 144, 103, 111, 36, 13, ,heze
2018/10/5, 164, 124, 122, 40, 13, ,heze
2018/10/6, 178, 115, 49, 33, 11, ,heze
2018/10/7, 154, 123, 76, 27, 12, ,heze
2018/10/8, 172, 124, 38, 24, 9, ,heze
2018/10/9, 134, 88, 41, 29, 12, ,heze
2018/10/10, 103, 91, 45, 34, 13, ,heze
2018/10/11, 137, 93, 67, 28, 11, ,heze
2018/10/12, 145, 78, 62, 22, 8, ,heze
2018/10/13, 129, 79, 55, 25, 10, ,heze
2018/10/14, 146, 84, 41, 28, 10, ,heze
2018/10/15, 152, 87, 48, 21, 5, ,heze
2018/10/16, 163, 85, 45, 17, 5, ,heze
2018/10/17, 154, 71, 42, 26, 9, ,heze
2018/10/18, 105, 85, 48, 32, 13, ,heze
2018/10/19, 137, 93, 39, 32, 13, ,heze
2018/10/20, 145, 73, 38, 24, 7, ,heze
2018/10/21, 119, 96, 59, 24, 11, ,heze
2018/10/22, 171, 85, 36, 22, 8, ,heze
2018/10/23, 118, 92, 63, 24, 12, ,heze
2018/10/24, 136, 121, 40, 23, 8, ,heze
2018/10/25, 178, 98, 31, 21, 15, ,heze
2018/10/26, 103, 84, 38, 21, 15, ,heze
2018/10/27, 104, 80, 46, 19, 10, ,heze
2018/10/28, 80, 90, 41, 24, 16, ,heze
2018/10/29, 119, 80, 39, 30, 16, ,heze
2018/10/30, 126, 97, 59, 33, 16, ,heze
2018/10/31, 157, 89, 66, 22, 12, ,heze
